业务名称,年份,周次,开始日期,结束日期,周类型,维度类型,维度值,本期服务量,本期订单量,本期万服,对比期服务量,对比期订单量,对比期万服,绝对差(delta),YoY%,贡献度%,次/万单贡献
到餐客服,2026,W9,2026-02-23,2026-03-01,当前分析期,战区,华中战区,6896,1022499,67.44,6881,983919,69.93,-2.49,-3.56,1.02,-0.03
到餐客服,2026,W9,2026-02-23,2026-03-01,当前分析期,战区,西南战区,12531,666629,187.98,9775,596592,163.85,24.13,14.73,13.29,3.21
到餐客服,2026,W9,2026-02-23,2026-03-01,当前分析期,战区,西北战区,13768,1593489,86.4,12058,1276763,94.44,-8.04,-8.51,6.95,-0.56
到餐客服,2026,W9,2026-02-23,2026-03-01,当前分析期,FAQ,配送时效咨询,12681,185179,684.8,12565,151484,829.46,-144.66,-17.44,-1.44,2.08
到餐客服,2026,W9,2026-02-23,2026-03-01,当前分析期,FAQ,退款进度查询,13651,1369543,99.68,13146,1054866,124.62,-24.94,-20.01,11.89,-2.97
到餐客服,2026,W9,2026-02-23,2026-03-01,当前分析期,FAQ,优惠券使用,12663,202938,623.98,13465,214003,629.2,-5.22,-0.83,5.93,-0.31
到餐客服,2026,W9,2026-02-23,2026-03-01,当前分析期,FAQ,会员权益,6751,856103,78.86,8058,824542,97.73,-18.87,-19.31,17.06,-3.22
到餐客服,2026,W9,2026-02-23,2026-03-01,当前分析期,FAQ,积分兑换,19753,546531,361.43,15369,523318,293.68,67.75,23.07,2.73,1.85
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,城市等级,一线城市,7475,86121,867.96,7220,89996,802.26,65.7,8.19,1.14,0.75
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,城市等级,二线城市,1736,315663,55.0,1560,282354,55.25,-0.25,-0.45,7.07,-0.02
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,城市等级,三线城市,23914,1022672,233.84,17479,1008613,173.3,60.54,34.93,-1.0,-0.61
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,城市等级,四线城市,18813,162108,1160.52,17693,178543,990.97,169.55,17.11,-0.05,-0.08
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,城市等级,五线城市,20138,1284623,156.76,19238,1142000,168.46,-11.7,-6.95,7.64,-0.89
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,品类,外卖,8948,516149,173.36,7844,483315,162.3,11.06,6.81,4.11,0.45
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,品类,到店,3356,580142,57.85,3195,595778,53.63,4.22,7.87,6.48,0.27
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,品类,酒旅,8154,963838,84.6,6406,701257,91.35,-6.75,-7.39,21.2,-1.43
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,品类,闪购,24809,607301,408.51,24087,559202,430.74,-22.23,-5.16,9.87,-2.19
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,品类,优选,16921,621553,272.24,19352,747064,259.04,13.2,5.1,11.42,1.51
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,事件类别,配送问题,12000,213886,561.05,9541,272902,349.61,211.44,60.48,8.47,17.91
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,事件类别,退款问题,16502,1059631,155.73,13095,860430,152.19,3.54,2.33,20.56,0.73
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,事件类别,质量问题,5359,721619,74.26,4388,700397,62.65,11.61,18.53,8.82,1.02
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,事件类别,服务态度,16795,645825,260.05,21102,553356,381.35,-121.3,-31.81,15.63,-18.96
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,事件类别,优惠券问题,5939,236884,250.71,5238,232814,224.99,25.72,11.43,17.42,4.48
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,事件类别,账户问题,13759,252889,544.07,14621,286916,509.59,34.48,6.77,14.58,5.03
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,事件类别,支付问题,2816,764056,36.86,3328,918542,36.23,0.63,1.74,6.87,0.04
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,事件类别,会员服务,8480,203233,417.26,7957,193378,411.47,5.79,1.41,7.81,0.45
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,进线渠道,APP在线,11462,712216,160.93,13753,550943,249.63,-88.7,-35.53,4.47,-3.96
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,进线渠道,电话热线,11607,1157185,100.3,10626,1176484,90.32,9.98,11.05,5.7,0.57
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,进线渠道,小程序,7071,756769,93.44,5714,900222,63.47,29.97,47.22,14.6,4.38
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,进线渠道,网页端,7164,675890,105.99,8393,713877,117.57,-11.58,-9.85,7.5,-0.87
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,战区,华东战区,20735,804323,257.79,16620,909660,182.71,75.08,41.09,16.7,12.54
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,战区,华南战区,1975,313862,62.93,1986,298368,66.56,-3.63,-5.45,13.4,-0.49
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,战区,华北战区,24445,531279,460.12,20110,408308,492.52,-32.4,-6.58,20.83,-6.75
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,战区,华中战区,10155,851576,119.25,9651,761074,126.81,-7.56,-5.96,20.42,-1.54
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,战区,西南战区,5101,921748,55.34,6292,606084,103.81,-48.47,-46.69,1.21,-0.59
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,战区,西北战区,6807,626428,108.66,6230,524393,118.8,-10.14,-8.54,4.74,-0.48
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,FAQ,配送时效咨询,6875,811478,84.72,6765,631676,107.1,-22.38,-20.9,-0.22,0.05
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,FAQ,退款进度查询,14681,1472821,99.68,15289,991391,154.22,-54.54,-35.37,10.55,-5.75
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,FAQ,优惠券使用,8640,348295,248.07,6839,423411,161.52,86.55,53.58,1.8,1.56
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,FAQ,会员权益,4914,409418,120.02,6790,339575,199.96,-79.94,-39.98,4.76,-3.81
到餐客服,2026,W10,2026-03-02,2026-03-08,当前分析期,FAQ,积分兑换,6931,482115,143.76,7844,518359,151.32,-7.56,-5.0,15.54,-1.17
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,城市等级,一线城市,23390,1329022,175.99,25625,1078048,237.7,-61.71,-25.96,11.48,-7.08
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,城市等级,二线城市,3128,1514131,20.66,2516,1236018,20.36,0.3,1.47,17.11,0.05
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,城市等级,三线城市,2095,455202,46.02,1527,537944,28.39,17.63,62.1,4.35,0.77
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,城市等级,四线城市,21514,1175123,183.08,16297,1166811,139.67,43.41,31.08,14.11,6.13
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,城市等级,五线城市,13719,423795,323.72,16765,340637,492.17,-168.45,-34.23,21.38,-36.01
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,品类,外卖,15151,298692,507.24,14083,310137,454.09,53.15,11.7,19.5,10.36
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,品类,到店,2824,480354,58.79,2652,434258,61.07,-2.28,-3.73,7.56,-0.17
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,品类,酒旅,20670,978453,211.25,19575,819034,239.0,-27.75,-11.61,10.0,-2.77
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,品类,闪购,5289,413233,127.99,6722,408631,164.5,-36.51,-22.19,8.59,-3.14
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,品类,优选,24908,1034921,240.68,26297,1083068,242.8,-2.12,-0.87,10.5,-0.22
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,事件类别,配送问题,6507,1218187,53.42,6176,868118,71.14,-17.72,-24.91,11.04,-1.96
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,事件类别,退款问题,15096,521575,289.43,17413,505694,344.34,-54.91,-15.95,0.04,-0.02
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,事件类别,质量问题,27362,960055,285.0,23596,969429,243.4,41.6,17.09,-1.02,-0.42
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,事件类别,服务态度,17900,586388,305.26,16714,492675,339.25,-33.99,-10.02,2.99,-1.02
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,事件类别,优惠券问题,9022,957091,94.26,7294,872047,83.64,10.62,12.7,17.4,1.85
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,事件类别,账户问题,4491,712621,63.02,5788,500562,115.63,-52.61,-45.5,18.58,-9.77
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,事件类别,支付问题,10475,1088985,96.19,12200,1149634,106.12,-9.93,-9.36,16.02,-1.59
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,事件类别,会员服务,14045,1297868,108.22,11864,1310732,90.51,17.71,19.57,-4.85,-0.86
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,进线渠道,APP在线,8354,643036,129.91,5791,593205,97.62,32.29,33.08,7.52,2.43
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,进线渠道,电话热线,21529,881581,244.21,24765,1067960,231.89,12.32,5.31,-2.77,-0.34
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,进线渠道,小程序,14367,858802,167.29,14462,625307,231.28,-63.99,-27.67,24.71,-15.81
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,进线渠道,网页端,12724,1054851,120.62,12920,858006,150.58,-29.96,-19.9,18.18,-5.45
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,战区,华东战区,8302,1327895,62.52,10487,1493461,70.22,-7.7,-10.97,1.87,-0.14
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,战区,华南战区,18993,1067311,177.95,21203,1084377,195.53,-17.58,-8.99,5.81,-1.02
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,战区,华北战区,4016,861865,46.6,4301,931327,46.18,0.42,0.91,21.43,0.09
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,战区,华中战区,14377,1267804,113.4,13322,989147,134.68,-21.28,-15.8,16.35,-3.48
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,战区,西南战区,22683,1179074,192.38,21456,1392639,154.07,38.31,24.87,-2.96,-1.13
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,战区,西北战区,14259,863557,165.12,12240,898512,136.23,28.89,21.21,13.84,4.0
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,FAQ,配送时效咨询,8525,1434382,59.43,8004,1155252,69.28,-9.85,-14.22,0.38,-0.04
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,FAQ,退款进度查询,21455,535747,400.47,21553,584006,369.05,31.42,8.51,21.04,6.61
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,FAQ,优惠券使用,15318,1059134,144.63,13489,923393,146.08,-1.45,-0.99,15.78,-0.23
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,FAQ,会员权益,11388,1116135,102.03,8667,1050612,82.49,19.54,23.69,1.27,0.25
到餐客服,2026,W11,2026-03-09,2026-03-15,当前分析期,FAQ,积分兑换,7504,1066180,70.38,7817,1096174,71.31,-0.93,-1.3,3.29,-0.03
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,城市等级,一线城市,17505,1540470,113.63,12693,1381081,91.91,21.72,23.63,0.64,0.14
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,城市等级,二线城市,5572,801980,69.48,5295,755007,70.13,-0.65,-0.93,8.41,-0.05
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,城市等级,三线城市,1846,629587,29.32,1603,509412,31.47,-2.15,-6.83,-3.16,0.07
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,城市等级,四线城市,4626,412295,112.2,5393,481899,111.91,0.29,0.26,15.76,0.05
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,城市等级,五线城市,17031,52530,3242.15,12402,44665,2776.67,465.48,16.76,23.07,107.39
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,品类,外卖,5724,70014,817.55,4400,57589,764.03,53.52,7.0,9.78,5.23
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,品类,到店,15465,821627,188.22,12371,770253,160.61,27.61,17.19,7.34,2.03
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,品类,酒旅,6850,606514,112.94,6918,592937,116.67,-3.73,-3.2,22.56,-0.84
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,品类,闪购,7724,56558,1365.68,6905,63908,1080.46,285.22,26.4,2.52,7.19
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,品类,优选,4025,614871,65.46,4171,677899,61.53,3.93,6.39,18.68,0.73
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,事件类别,配送问题,22411,537224,417.16,22817,586085,389.31,27.85,7.15,-0.79,-0.22
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,事件类别,退款问题,13249,1438975,92.07,14547,1261724,115.29,-23.22,-20.14,6.89,-1.6
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,事件类别,质量问题,4804,1333198,36.03,4929,1064798,46.29,-10.26,-22.16,21.61,-2.22
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,事件类别,服务态度,18381,1276956,143.94,21427,1340522,159.84,-15.9,-9.95,20.66,-3.28
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,事件类别,优惠券问题,16652,1061251,156.91,21696,1378040,157.44,-0.53,-0.34,-4.17,0.02
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,事件类别,账户问题,13804,1269543,108.73,13730,1068092,128.55,-19.82,-15.42,0.66,-0.13
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,事件类别,支付问题,19460,1477798,131.68,14907,1106953,134.67,-2.99,-2.22,-4.79,0.14
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,事件类别,会员服务,19774,1302650,151.8,19124,1340224,142.69,9.11,6.38,1.3,0.12
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,进线渠道,APP在线,20540,1112150,184.69,23130,801967,288.42,-103.73,-35.96,19.87,-20.61
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,进线渠道,电话热线,18397,1238052,148.6,21183,1184869,178.78,-30.18,-16.88,14.58,-4.4
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,进线渠道,小程序,11079,395421,280.18,10032,361437,277.56,2.62,0.94,16.04,0.42
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,进线渠道,网页端,13228,94250,1403.5,11608,84599,1372.12,31.38,2.29,14.76,4.63
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,战区,华东战区,21797,1285486,169.56,20386,1307055,155.97,13.59,8.71,6.0,0.82
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,战区,华南战区,7088,759664,93.3,5030,642351,78.31,14.99,19.14,-1.02,-0.15
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,战区,华北战区,12955,892416,145.17,12613,972063,129.75,15.42,11.88,19.22,2.96
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,战区,华中战区,3622,203785,177.74,4777,206927,230.85,-53.11,-23.01,14.21,-7.55
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,战区,西南战区,16694,898080,185.89,15976,917740,174.08,11.81,6.78,16.82,1.99
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,战区,西北战区,6175,1348770,45.78,5986,1241436,48.22,-2.44,-5.06,5.74,-0.14
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,FAQ,配送时效咨询,10904,330365,330.06,12308,278327,442.21,-112.15,-25.36,15.3,-17.16
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,FAQ,退款进度查询,5341,1014857,52.63,5134,790166,64.97,-12.34,-18.99,21.28,-2.63
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,FAQ,优惠券使用,20771,225186,922.39,17463,286322,609.91,312.48,51.23,-4.21,-13.16
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,FAQ,会员权益,19551,96391,2028.3,15882,99790,1591.54,436.76,27.44,21.88,95.56
到餐客服,2026,W12,2026-03-16,2026-03-22,本期重点分析,FAQ,积分兑换,1199,841156,14.25,1070,771195,13.87,0.38,2.74,17.72,0.07
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,城市等级,一线城市,5725,1777523,32.21,6086,1592253,38.22,-6.01,-15.72,10.5,-0.63
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,城市等级,二线城市,17723,151361,1170.91,15948,126187,1263.84,-92.93,-7.35,9.49,-8.82
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,城市等级,三线城市,15610,338936,460.56,14405,296897,485.19,-24.63,-5.08,11.12,-2.74
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,城市等级,四线城市,7599,257142,295.52,8717,195576,445.71,-150.19,-33.7,14.54,-21.84
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,城市等级,五线城市,2613,65106,401.35,1681,57862,290.52,110.83,38.15,7.71,8.54
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,品类,外卖,7998,249302,320.82,5329,222404,239.61,81.21,33.89,2.56,2.08
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,品类,到店,22763,272745,834.59,19312,233402,827.41,7.18,0.87,20.1,1.44
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,品类,酒旅,2049,625670,32.75,1855,569014,32.6,0.15,0.46,5.4,0.01
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,品类,闪购,12523,528228,237.08,11018,442703,248.88,-11.8,-4.74,1.29,-0.15
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,品类,优选,11242,1666328,67.47,9948,1481278,67.16,0.31,0.46,-3.93,-0.01
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,事件类别,配送问题,21185,785102,269.84,22869,657851,347.63,-77.79,-22.38,0.89,-0.69
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,事件类别,退款问题,5654,1488755,37.98,5022,1170681,42.9,-4.92,-11.47,5.47,-0.27
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,事件类别,质量问题,3112,1547659,20.11,3088,1033205,29.89,-9.78,-32.72,9.08,-0.89
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,事件类别,服务态度,14682,1404478,104.54,11374,1585710,71.73,32.81,45.74,9.36,3.07
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,事件类别,优惠券问题,10683,1052214,101.53,7583,1033798,73.35,28.18,38.42,16.97,4.78
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,事件类别,账户问题,9449,167190,565.17,12741,198433,642.08,-76.91,-11.98,24.29,-18.68
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,事件类别,支付问题,13455,356734,377.17,10630,440330,241.41,135.76,56.24,18.7,25.39
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,事件类别,会员服务,11432,190673,599.56,11455,181288,631.87,-32.31,-5.11,-0.63,0.2
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,进线渠道,APP在线,16789,819894,204.77,16779,984702,170.4,34.37,20.17,4.15,1.43
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,进线渠道,电话热线,18552,1117181,166.06,18555,1131034,164.05,2.01,1.23,5.4,0.11
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,进线渠道,小程序,11473,273508,419.48,9946,261544,380.28,39.2,10.31,24.33,9.54
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,进线渠道,网页端,13155,551129,238.69,16661,575398,289.56,-50.87,-17.57,4.79,-2.44
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,战区,华东战区,17986,1224889,146.84,15413,1074229,143.48,3.36,2.34,9.61,0.32
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,战区,华南战区,15081,650642,231.79,14109,861401,163.79,68.0,41.52,-2.28,-1.55
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,战区,华北战区,2829,291803,96.95,2755,268810,102.49,-5.54,-5.41,0.67,-0.04
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,战区,华中战区,1484,1321484,11.23,1183,1307211,9.05,2.18,24.09,8.89,0.19
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,战区,西南战区,6435,668103,96.32,5604,768142,72.96,23.36,32.02,13.28,3.1
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,战区,西北战区,5167,870306,59.37,4504,904748,49.78,9.59,19.26,23.79,2.28
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,FAQ,配送时效咨询,9309,598755,155.47,7804,800717,97.46,58.01,59.52,-2.71,-1.57
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,FAQ,退款进度查询,19634,233229,841.83,17853,260026,686.59,155.24,22.61,12.78,19.84
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,FAQ,优惠券使用,16896,1175337,143.75,20434,905470,225.67,-81.92,-36.3,24.42,-20.0
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,FAQ,会员权益,15690,649050,241.74,15443,636563,242.6,-0.86,-0.35,10.45,-0.09
到餐客服,2026,W13,2026-03-23,2026-03-29,当前分析期,FAQ,积分兑换,4876,1061275,45.94,4725,1034386,45.68,0.26,0.57,4.06,0.01
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,城市等级,一线城市,2682,1552593,17.27,2217,1139889,19.45,-2.18,-11.21,15.53,-0.34
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,城市等级,二线城市,3235,1353949,23.89,3206,1191674,26.9,-3.01,-11.19,14.66,-0.44
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,城市等级,三线城市,19519,924164,211.21,24192,1144492,211.38,-0.17,-0.08,-4.62,0.01
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,城市等级,四线城市,13716,1348716,101.7,12436,1413665,87.97,13.73,15.61,10.72,1.47
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,城市等级,五线城市,15234,48682,3129.29,18947,44912,4218.69,-1089.4,-25.82,-1.82,19.83
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,品类,外卖,19439,737935,263.42,13510,999773,135.13,128.29,94.94,5.05,6.48
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,品类,到店,16580,1213906,136.58,12997,1010356,128.64,7.94,6.17,18.37,1.46
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,品类,酒旅,21296,741180,287.33,18931,700320,270.32,17.01,6.29,-4.58,-0.78
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,品类,闪购,15675,1116194,140.43,15096,767242,196.76,-56.33,-28.63,10.46,-5.89
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,品类,优选,14551,593858,245.02,16799,463287,362.6,-117.58,-32.43,18.66,-21.94
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,事件类别,配送问题,4815,705433,68.26,4394,577516,76.08,-7.82,-10.28,6.04,-0.47
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,事件类别,退款问题,9313,1189825,78.27,7735,922562,83.84,-5.57,-6.64,12.97,-0.72
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,事件类别,质量问题,15870,746708,212.53,13264,628143,211.16,1.37,0.65,6.36,0.09
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,事件类别,服务态度,14991,563691,265.94,13666,549754,248.58,17.36,6.98,12.65,2.2
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,事件类别,优惠券问题,22019,670945,328.18,23246,476592,487.75,-159.57,-32.72,-4.79,7.64
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,事件类别,账户问题,27386,441820,619.85,21667,374527,578.52,41.33,7.14,11.98,4.95
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,事件类别,支付问题,24385,129483,1883.26,18703,117453,1592.38,290.88,18.27,5.0,14.54
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,事件类别,会员服务,13497,879421,153.48,16212,983225,164.89,-11.41,-6.92,23.8,-2.72
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,进线渠道,APP在线,16596,55937,2966.91,13611,57007,2387.6,579.31,24.26,0.81,4.69
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,进线渠道,电话热线,11206,265704,421.75,9848,241115,408.44,13.31,3.26,14.4,1.92
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,进线渠道,小程序,2904,1095763,26.5,2706,1139029,23.76,2.74,11.53,22.89,0.63
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,进线渠道,网页端,14186,1259580,112.62,16416,1098313,149.47,-36.85,-24.65,-3.42,1.26
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,战区,华东战区,13548,1536300,88.19,12824,1105963,115.95,-27.76,-23.94,12.75,-3.54
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,战区,华南战区,9675,1202688,80.44,10189,1003440,101.54,-21.1,-20.78,-3.64,0.77
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,战区,华北战区,3196,140002,228.28,2173,131979,164.65,63.63,38.65,14.67,9.33
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,战区,华中战区,15361,332382,462.15,14394,284675,505.63,-43.48,-8.6,-2.33,1.01
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,战区,西南战区,18164,586000,309.97,15294,538823,283.84,26.13,9.21,3.89,1.02
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,战区,西北战区,6573,565627,116.21,5419,591187,91.66,24.55,26.78,7.55,1.85
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,FAQ,配送时效咨询,8822,931906,94.67,10988,804631,136.56,-41.89,-30.68,0.64,-0.27
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,FAQ,退款进度查询,9117,744034,122.53,8053,501584,160.55,-38.02,-23.68,17.95,-6.82
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,FAQ,优惠券使用,20106,1221294,164.63,20999,1107568,189.6,-24.97,-13.17,18.71,-4.67
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,FAQ,会员权益,9254,80286,1152.63,8226,60295,1364.29,-211.66,-15.51,9.54,-20.19
到餐客服,2026,W14,2026-03-30,2026-04-05,当前分析期,FAQ,积分兑换,20866,1178976,176.98,25847,965236,267.78,-90.8,-33.91,7.42,-6.74
