业务名称,年份,周次,日期,本期服务量,本期订单量,本期万服,对比期服务量,对比期订单量,对比期万服,绝对差(delta),YoY%
到餐客服,2025,W41,2025-10-17,21128,931725,226.76,19376,1067919,181.44,45.32,24.98
到餐客服,2025,W41,2025-10-18,10449,992152,105.32,9728,687630,141.47,-36.15,-25.55
到餐客服,2025,W41,2025-10-19,8754,898371,97.44,5871,1017355,57.71,39.73,68.84
到餐客服,2025,W42,2025-10-20,15466,559805,276.27,20765,542984,382.42,-106.15,-27.76
到餐客服,2025,W42,2025-10-21,12685,711804,178.21,12904,655046,196.99,-18.78,-9.53
到餐客服,2025,W42,2025-10-22,23776,371318,640.31,17399,400908,433.99,206.32,47.54
到餐客服,2025,W42,2025-10-23,22905,1118869,204.72,22543,1113054,202.53,2.19,1.08
到餐客服,2025,W42,2025-10-24,4202,604294,69.54,4228,453711,93.19,-23.65,-25.38
到餐客服,2025,W42,2025-10-25,8229,1554987,52.92,6553,1467528,44.65,8.27,18.52
到餐客服,2025,W42,2025-10-26,5911,1675868,35.27,4751,1169627,40.62,-5.35,-13.17
到餐客服,2025,W43,2025-10-27,12008,306073,392.32,11486,316220,363.23,29.09,8.01
到餐客服,2025,W43,2025-10-28,4982,1343193,37.09,5171,919122,56.26,-19.17,-34.07
到餐客服,2025,W43,2025-10-29,10070,1173787,85.79,9958,1175557,84.71,1.08,1.27
到餐客服,2025,W43,2025-10-30,18032,1629034,110.69,15975,1553671,102.82,7.87,7.65
到餐客服,2025,W43,2025-10-31,14937,207345,720.39,14088,182448,772.17,-51.78,-6.71
到餐客服,2025,W43,2025-11-01,10619,331335,320.49,9280,319142,290.78,29.71,10.22
到餐客服,2025,W43,2025-11-02,12315,1151352,106.96,10901,1266022,86.1,20.86,24.23
到餐客服,2025,W44,2025-11-03,8964,1270741,70.54,9742,959420,101.54,-31.0,-30.53
到餐客服,2025,W44,2025-11-04,20125,742696,270.97,17615,736156,239.28,31.69,13.24
到餐客服,2025,W44,2025-11-05,3137,639057,49.09,3489,501919,69.51,-20.42,-29.38
到餐客服,2025,W44,2025-11-06,12796,1356592,94.32,15644,1494319,104.69,-10.37,-9.91
到餐客服,2025,W44,2025-11-07,21274,787698,270.08,15689,1051398,149.22,120.86,80.99
到餐客服,2025,W44,2025-11-08,18215,1198700,151.96,13090,1167009,112.17,39.79,35.47
到餐客服,2025,W44,2025-11-09,16824,380567,442.08,16375,347343,471.44,-29.36,-6.23
到餐客服,2025,W45,2025-11-10,8642,1435356,60.21,9153,1156086,79.17,-18.96,-23.95
到餐客服,2025,W45,2025-11-11,19983,853793,234.05,20282,631768,321.04,-86.99,-27.1
到餐客服,2025,W45,2025-11-12,2357,701390,33.6,2339,590320,39.62,-6.02,-15.19
到餐客服,2025,W45,2025-11-13,4076,1001877,40.68,5079,1035468,49.05,-8.37,-17.06
到餐客服,2025,W45,2025-11-14,4616,127658,361.59,3393,118259,286.91,74.68,26.03
到餐客服,2025,W45,2025-11-15,26877,888767,302.41,23307,1216017,191.67,110.74,57.78
到餐客服,2025,W45,2025-11-16,4158,1577997,26.35,3897,1187276,32.82,-6.47,-19.71
到餐客服,2025,W46,2025-11-17,21209,1504250,140.99,26731,1290291,207.17,-66.18,-31.94
到餐客服,2025,W46,2025-11-18,24601,498857,493.15,22235,513540,432.98,60.17,13.9
到餐客服,2025,W46,2025-11-19,22577,333269,677.44,17299,365971,472.69,204.75,43.32
到餐客服,2025,W46,2025-11-20,6822,1125142,60.63,9420,1131549,83.25,-22.62,-27.17
到餐客服,2025,W46,2025-11-21,22055,715858,308.09,21838,503913,433.37,-125.28,-28.91
到餐客服,2025,W46,2025-11-22,24060,1590716,151.25,26631,1485522,179.27,-28.02,-15.63
到餐客服,2025,W46,2025-11-23,9248,1078214,85.77,8277,1014670,81.57,4.2,5.15
到餐客服,2025,W47,2025-11-24,24274,332894,729.18,25426,250743,1014.03,-284.85,-28.09
到餐客服,2025,W47,2025-11-25,3776,119811,315.16,3108,123815,251.02,64.14,25.55
到餐客服,2025,W47,2025-11-26,19859,1383507,143.54,27281,1015801,268.57,-125.03,-46.55
到餐客服,2025,W47,2025-11-27,19138,128080,1494.22,22834,150277,1519.46,-25.24,-1.66
到餐客服,2025,W47,2025-11-28,2659,1341288,19.82,2613,1288285,20.28,-0.46,-2.27
到餐客服,2025,W47,2025-11-29,5356,1384015,38.7,5990,1472459,40.68,-1.98,-4.87
到餐客服,2025,W47,2025-11-30,12710,1331445,95.46,9073,1065071,85.19,10.27,12.06
到餐客服,2025,W48,2025-12-01,14168,1711201,82.8,15578,1668873,93.34,-10.54,-11.29
到餐客服,2025,W48,2025-12-02,10536,576571,182.74,12141,478267,253.85,-71.11,-28.01
到餐客服,2025,W48,2025-12-03,20613,1028283,200.46,20471,1279339,160.01,40.45,25.28
到餐客服,2025,W48,2025-12-04,3723,1201083,31.0,3941,962476,40.95,-9.95,-24.3
到餐客服,2025,W48,2025-12-05,22161,154637,1433.1,16617,174243,953.67,479.43,50.27
到餐客服,2025,W48,2025-12-06,8898,208509,426.74,6371,248184,256.7,170.04,66.24
到餐客服,2025,W48,2025-12-07,9818,1122533,87.46,9663,934226,103.43,-15.97,-15.44
到餐客服,2025,W49,2025-12-08,4716,488412,96.56,6169,403264,152.98,-56.42,-36.88
到餐客服,2025,W49,2025-12-09,12824,1289667,99.44,11935,1531004,77.96,21.48,27.55
到餐客服,2025,W49,2025-12-10,11334,450640,251.51,14009,453906,308.63,-57.12,-18.51
到餐客服,2025,W49,2025-12-11,10791,1412491,76.4,11098,1285980,86.3,-9.9,-11.47
到餐客服,2025,W49,2025-12-12,25034,565247,442.89,25018,556418,449.63,-6.74,-1.5
到餐客服,2025,W49,2025-12-13,13801,1093665,126.19,12397,1252299,98.99,27.2,27.48
到餐客服,2025,W49,2025-12-14,5014,977907,51.27,4128,808652,51.05,0.22,0.43
到餐客服,2025,W50,2025-12-15,17688,989563,178.75,14237,981746,145.02,33.73,23.26
到餐客服,2025,W50,2025-12-16,13840,1057532,130.87,11616,751004,154.67,-23.8,-15.39
到餐客服,2025,W50,2025-12-17,23632,1474018,160.32,22633,1041180,217.38,-57.06,-26.25
到餐客服,2025,W50,2025-12-18,21784,1055406,206.4,23680,967937,244.64,-38.24,-15.63
到餐客服,2025,W50,2025-12-19,20733,1389501,149.21,20553,1191187,172.54,-23.33,-13.52
到餐客服,2025,W50,2025-12-20,6160,1181365,52.14,7275,1040553,69.91,-17.77,-25.42
到餐客服,2025,W50,2025-12-21,15606,411313,379.42,15791,356485,442.96,-63.54,-14.34
到餐客服,2025,W51,2025-12-22,16215,604943,268.04,15894,448801,354.14,-86.1,-24.31
到餐客服,2025,W51,2025-12-23,6809,547842,124.29,6572,578699,113.57,10.72,9.44
到餐客服,2025,W51,2025-12-24,8219,750259,109.55,9683,768820,125.95,-16.4,-13.02
到餐客服,2025,W51,2025-12-25,21565,1343625,160.5,16403,1372522,119.51,40.99,34.3
到餐客服,2025,W51,2025-12-26,19194,682666,281.16,15229,535118,284.59,-3.43,-1.21
到餐客服,2025,W51,2025-12-27,14393,1301345,110.6,10098,1273278,79.31,31.29,39.45
到餐客服,2025,W51,2025-12-28,7260,1133684,64.04,9542,1282743,74.39,-10.35,-13.91
到餐客服,2025,W52,2025-12-29,7051,281572,250.42,6003,281131,213.53,36.89,17.28
到餐客服,2025,W52,2025-12-30,14923,1346153,110.86,11172,977985,114.23,-3.37,-2.95
到餐客服,2025,W52,2025-12-31,25338,325723,777.9,22511,423119,532.03,245.87,46.21
到餐客服,2025,W52,2026-01-01,15436,1712236,90.15,11856,1336597,88.7,1.45,1.63
到餐客服,2025,W52,2026-01-02,7681,1585561,48.44,7386,1384085,53.36,-4.92,-9.22
到餐客服,2025,W52,2026-01-03,5371,130416,411.84,4414,140326,314.55,97.29,30.93
到餐客服,2025,W52,2026-01-04,11527,330858,348.4,8161,396812,205.66,142.74,69.41
到餐客服,2026,W1,2025-12-29,5213,1333012,39.11,5462,1075335,50.79,-11.68,-23.0
到餐客服,2026,W1,2025-12-30,14275,476222,299.76,17625,440914,399.74,-99.98,-25.01
到餐客服,2026,W1,2025-12-31,16891,1210099,139.58,14661,1527162,96.0,43.58,45.4
到餐客服,2026,W1,2026-01-01,13093,905119,144.66,11030,957193,115.23,29.43,25.54
到餐客服,2026,W1,2026-01-02,17782,1022076,173.98,15621,940688,166.06,7.92,4.77
到餐客服,2026,W1,2026-01-03,8933,163468,546.47,10583,149040,710.08,-163.61,-23.04
到餐客服,2026,W1,2026-01-04,9030,977755,92.35,6493,763301,85.06,7.29,8.57
到餐客服,2026,W2,2026-01-05,9128,689716,132.34,11582,751403,154.14,-21.8,-14.14
到餐客服,2026,W2,2026-01-06,18150,617046,294.14,20369,543576,374.72,-80.58,-21.5
到餐客服,2026,W2,2026-01-07,22712,536796,423.1,20552,409968,501.31,-78.21,-15.6
到餐客服,2026,W2,2026-01-08,20788,234713,885.68,22143,217230,1019.33,-133.65,-13.11
到餐客服,2026,W2,2026-01-09,25927,391152,662.84,23461,413504,567.37,95.47,16.83
到餐客服,2026,W2,2026-01-10,11679,456751,255.7,9076,439725,206.4,49.3,23.89
到餐客服,2026,W2,2026-01-11,20463,408014,501.53,17363,350759,495.01,6.52,1.32
到餐客服,2026,W3,2026-01-12,17883,998863,179.03,15970,792990,201.39,-22.36,-11.1
到餐客服,2026,W3,2026-01-13,7861,815036,96.45,8640,785703,109.97,-13.52,-12.29
到餐客服,2026,W3,2026-01-14,22586,704481,320.6,22855,618401,369.58,-48.98,-13.25
到餐客服,2026,W3,2026-01-15,5351,211762,252.69,5279,187741,281.19,-28.5,-10.14
到餐客服,2026,W3,2026-01-16,3281,487806,67.26,3536,472266,74.87,-7.61,-10.16
到餐客服,2026,W3,2026-01-17,11494,663830,173.15,13849,638452,216.92,-43.77,-20.18
到餐客服,2026,W3,2026-01-18,19534,1417055,137.85,19599,1254100,156.28,-18.43,-11.79
到餐客服,2026,W4,2026-01-19,22102,906701,243.76,17647,853630,206.73,37.03,17.91
到餐客服,2026,W4,2026-01-20,11968,1446365,82.75,10993,1337769,82.17,0.58,0.71
到餐客服,2026,W4,2026-01-21,3261,1193749,27.32,3437,1141778,30.1,-2.78,-9.24
到餐客服,2026,W4,2026-01-22,22797,1480877,153.94,21633,1448292,149.37,4.57,3.06
到餐客服,2026,W4,2026-01-23,20085,800139,251.02,19731,786909,250.74,0.28,0.11
到餐客服,2026,W4,2026-01-24,25712,372547,690.17,21698,330993,655.54,34.63,5.28
到餐客服,2026,W4,2026-01-25,18321,662340,276.61,16851,658971,255.72,20.89,8.17
到餐客服,2026,W5,2026-01-26,8185,169230,483.66,7613,204234,372.76,110.9,29.75
到餐客服,2026,W5,2026-01-27,3914,1140779,34.31,2875,1249286,23.01,11.3,49.11
到餐客服,2026,W5,2026-01-28,5985,791522,75.61,4953,612325,80.89,-5.28,-6.53
到餐客服,2026,W5,2026-01-29,16014,604673,264.84,14162,713752,198.42,66.42,33.47
到餐客服,2026,W5,2026-01-30,13902,1333210,104.27,14450,1161392,124.42,-20.15,-16.2
到餐客服,2026,W5,2026-01-31,3901,310699,125.56,3305,222744,148.38,-22.82,-15.38
到餐客服,2026,W5,2026-02-01,25684,169485,1515.41,18140,159195,1139.48,375.93,32.99
到餐客服,2026,W6,2026-02-02,8900,286178,311.0,7950,205997,385.93,-74.93,-19.42
到餐客服,2026,W6,2026-02-03,2580,1215764,21.22,3347,1202187,27.84,-6.62,-23.78
到餐客服,2026,W6,2026-02-04,10546,203393,518.5,8993,181896,494.4,24.1,4.87
到餐客服,2026,W6,2026-02-05,14583,221295,658.98,14563,220583,660.21,-1.23,-0.19
到餐客服,2026,W6,2026-02-06,16962,1369028,123.9,16792,1128996,148.73,-24.83,-16.69
到餐客服,2026,W6,2026-02-07,2493,1562158,15.96,2496,1138861,21.92,-5.96,-27.19
到餐客服,2026,W6,2026-02-08,12843,957168,134.18,12245,1003857,121.98,12.2,10.0
到餐客服,2026,W7,2026-02-09,11992,1531432,78.31,12378,1228087,100.79,-22.48,-22.3
到餐客服,2026,W7,2026-02-10,8186,218249,375.08,8395,290474,289.01,86.07,29.78
到餐客服,2026,W7,2026-02-11,15203,1248515,121.77,13256,1009144,131.36,-9.59,-7.3
到餐客服,2026,W7,2026-02-12,7987,580275,137.64,5384,550812,97.75,39.89,40.81
到餐客服,2026,W7,2026-02-13,4897,1550664,31.58,6574,1332645,49.33,-17.75,-35.98
到餐客服,2026,W7,2026-02-14,6032,864070,69.81,6325,618540,102.26,-32.45,-31.73
到餐客服,2026,W7,2026-02-15,14951,134353,1112.81,17090,97796,1747.52,-634.71,-36.32
到餐客服,2026,W8,2026-02-16,5754,1363251,42.21,5549,1261907,43.97,-1.76,-4.0
到餐客服,2026,W8,2026-02-17,16275,1377813,118.12,18175,984450,184.62,-66.5,-36.02
到餐客服,2026,W8,2026-02-18,23416,1031469,227.02,19548,976759,200.13,26.89,13.44
到餐客服,2026,W8,2026-02-19,3417,1080135,31.63,2624,1057428,24.81,6.82,27.49
到餐客服,2026,W8,2026-02-20,19077,353959,538.96,18728,317458,589.94,-50.98,-8.64
到餐客服,2026,W8,2026-02-21,11271,571740,197.14,8546,564224,151.46,45.68,30.16
到餐客服,2026,W8,2026-02-22,2198,441890,49.74,2689,477679,56.29,-6.55,-11.64
到餐客服,2026,W9,2026-02-23,15880,320203,495.94,18258,305051,598.52,-102.58,-17.14
到餐客服,2026,W9,2026-02-24,15223,555464,274.06,13451,614379,218.94,55.12,25.18
到餐客服,2026,W9,2026-02-25,15437,263324,586.24,12014,245528,489.31,96.93,19.81
到餐客服,2026,W9,2026-02-26,12920,1530836,84.4,11225,1330814,84.35,0.05,0.06
到餐客服,2026,W9,2026-02-27,25489,1199153,212.56,18867,1048194,180.0,32.56,18.09
到餐客服,2026,W9,2026-02-28,11969,351841,340.18,11499,422363,272.25,67.93,24.95
到餐客服,2026,W9,2026-03-01,20283,1212238,167.32,20114,1430894,140.57,26.75,19.03
到餐客服,2026,W10,2026-03-02,13995,1417523,98.73,12385,1420779,87.17,11.56,13.26
到餐客服,2026,W10,2026-03-03,22915,991528,231.11,17924,848861,211.15,19.96,9.45
到餐客服,2026,W10,2026-03-04,11387,1079952,105.44,11153,831909,134.07,-28.63,-21.35
到餐客服,2026,W10,2026-03-05,25822,388741,664.25,23413,335469,697.92,-33.67,-4.82
到餐客服,2026,W10,2026-03-06,19986,862638,231.68,18717,917747,203.95,27.73,13.6
到餐客服,2026,W10,2026-03-07,9967,323286,308.3,7957,419780,189.55,118.75,62.65
到餐客服,2026,W10,2026-03-08,15046,451161,333.5,14929,524102,284.85,48.65,17.08
到餐客服,2026,W11,2026-03-09,4231,1005352,42.08,3365,727792,46.24,-4.16,-9.0
到餐客服,2026,W11,2026-03-10,12050,711623,169.33,12549,774736,161.98,7.35,4.54
到餐客服,2026,W11,2026-03-11,19021,817334,232.72,14128,964953,146.41,86.31,58.95
到餐客服,2026,W11,2026-03-12,10739,887268,121.03,7585,1014298,74.78,46.25,61.85
到餐客服,2026,W11,2026-03-13,13552,567329,238.87,11271,548918,205.33,33.54,16.33
到餐客服,2026,W11,2026-03-14,6200,733855,84.49,6141,716435,85.72,-1.23,-1.43
到餐客服,2026,W11,2026-03-15,4998,542465,92.13,4457,586276,76.02,16.11,21.19
到餐客服,2026,W12,2026-03-16,18115,508767,356.06,15047,574622,261.86,94.2,35.97
到餐客服,2026,W12,2026-03-17,18057,1168378,154.55,18011,1239550,145.3,9.25,6.37
到餐客服,2026,W12,2026-03-18,25501,379081,672.71,24222,403296,600.6,72.11,12.01
到餐客服,2026,W12,2026-03-19,23413,201958,1159.3,18099,171930,1052.7,106.6,10.13
到餐客服,2026,W12,2026-03-20,2981,1021810,29.17,2526,899688,28.08,1.09,3.88
到餐客服,2026,W12,2026-03-21,1688,1047717,16.11,1761,1037022,16.98,-0.87,-5.12
到餐客服,2026,W12,2026-03-22,19128,268911,711.31,15371,231554,663.82,47.49,7.15
到餐客服,2026,W13,2026-03-23,24625,894745,275.22,23785,668369,355.87,-80.65,-22.66
到餐客服,2026,W13,2026-03-24,10186,795569,128.03,9606,750853,127.93,0.1,0.08
到餐客服,2026,W13,2026-03-25,5384,1211005,44.46,5042,1270337,39.69,4.77,12.02
到餐客服,2026,W13,2026-03-26,5214,372771,139.87,5255,320435,164.0,-24.13,-14.71
到餐客服,2026,W13,2026-03-27,21422,467919,457.81,18681,430215,434.22,23.59,5.43
到餐客服,2026,W13,2026-03-28,16278,294377,552.96,22327,217729,1025.45,-472.49,-46.08
到餐客服,2026,W13,2026-03-29,18128,286934,631.78,17273,340545,507.22,124.56,24.56
到餐客服,2026,W14,2026-03-30,2879,819524,35.13,3055,760574,40.17,-5.04,-12.55
到餐客服,2026,W14,2026-03-31,4000,808986,49.44,3637,854220,42.58,6.86,16.11
到餐客服,2026,W14,2026-04-01,21613,1221222,176.98,18276,1399184,130.62,46.36,35.49
到餐客服,2026,W14,2026-04-02,25443,416885,610.31,25118,554576,452.92,157.39,34.75
到餐客服,2026,W14,2026-04-03,12762,911433,140.02,13988,994420,140.66,-0.64,-0.45
到餐客服,2026,W14,2026-04-04,24444,872566,280.14,18510,870611,212.61,67.53,31.76
到餐客服,2026,W14,2026-04-05,16058,162653,987.26,15722,154708,1016.24,-28.98,-2.85
到餐客服,2026,W15,2026-04-06,14364,324696,442.38,11684,396424,294.73,147.65,50.1
到餐客服,2026,W15,2026-04-07,17998,1624280,110.81,16399,1106841,148.16,-37.35,-25.21
到餐客服,2026,W15,2026-04-08,19367,1167482,165.89,17847,982125,181.72,-15.83,-8.71
到餐客服,2026,W15,2026-04-09,18726,1665093,112.46,18802,1147546,163.85,-51.39,-31.36
到餐客服,2026,W15,2026-04-10,22270,162075,1374.06,21608,136883,1578.57,-204.51,-12.96
到餐客服,2026,W15,2026-04-11,9712,468137,207.46,9136,389785,234.39,-26.93,-11.49
到餐客服,2026,W15,2026-04-12,28849,396866,726.92,20066,501104,400.44,326.48,81.53
到餐客服,2026,W16,2026-04-13,16370,262981,622.48,15353,237277,647.05,-24.57,-3.8
到餐客服,2026,W16,2026-04-14,15399,513284,300.01,13379,665423,201.06,98.95,49.21
到餐客服,2026,W16,2026-04-15,14542,618233,235.22,18957,490159,386.75,-151.53,-39.18
到餐客服,2026,W16,2026-04-16,24754,1270071,194.9,20870,1224372,170.45,24.45,14.34
到餐客服,2026,W16,2026-04-17,15467,559875,276.26,11559,503211,229.7,46.56,20.27
到餐客服,2026,W16,2026-04-18,6133,1297972,47.25,5534,1139886,48.55,-1.3,-2.68
到餐客服,2026,W16,2026-04-19,3535,727307,48.6,2699,697752,38.68,9.92,25.65
到餐客服,2026,W17,2026-04-20,8198,283845,288.82,8511,308265,276.09,12.73,4.61
到餐客服,2026,W17,2026-04-21,22695,273818,828.84,20048,277848,721.55,107.29,14.87
到餐客服,2026,W17,2026-04-22,15820,958274,165.09,16591,785379,211.25,-46.16,-21.85
到餐客服,2026,W17,2026-04-23,7805,1196015,65.26,6319,1071166,58.99,6.27,10.63
到餐客服,2026,W17,2026-04-24,12892,241332,534.2,9021,218307,413.23,120.97,29.27
到餐客服,2026,W17,2026-04-25,21014,707405,297.06,19156,598783,319.92,-22.86,-7.15
到餐客服,2026,W17,2026-04-26,4704,850224,55.33,3894,899964,43.27,12.06,27.87
到餐客服,2026,W18,2026-04-27,20591,227268,906.02,20871,224311,930.45,-24.43,-2.63
到餐客服,2026,W18,2026-04-28,20486,718382,285.17,17021,644805,263.97,21.2,8.03
到餐客服,2026,W18,2026-04-29,18071,682902,264.62,19269,610147,315.81,-51.19,-16.21
到餐客服,2026,W18,2026-04-30,17598,1607829,109.45,14687,1184430,124.0,-14.55,-11.73
到餐客服,2026,W18,2026-05-01,19141,126552,1512.5,18357,121507,1510.78,1.72,0.11
到餐客服,2026,W18,2026-05-02,5756,736850,78.12,6002,867100,69.22,8.9,12.86
到餐客服,2026,W18,2026-05-03,21869,407404,536.79,19224,345497,556.42,-19.63,-3.53
到餐客服,2026,W19,2026-05-04,13899,353558,393.12,10407,329979,315.38,77.74,24.65
到餐客服,2026,W19,2026-05-05,15758,1295915,121.6,13523,1286798,105.09,16.51,15.71
到餐客服,2026,W19,2026-05-06,18729,263001,712.13,19979,238200,838.75,-126.62,-15.1
到餐客服,2026,W19,2026-05-07,12957,763322,169.74,11293,886012,127.46,42.28,33.17
到餐客服,2026,W19,2026-05-08,17856,1611967,110.77,22306,1610852,138.47,-27.7,-20.0
到餐客服,2026,W19,2026-05-09,10390,445263,233.35,9924,400337,247.89,-14.54,-5.87
到餐客服,2026,W19,2026-05-10,3060,1157947,26.43,2636,963255,27.37,-0.94,-3.43
到餐客服,2026,W20,2026-05-11,16498,1185958,139.11,14108,1217189,115.91,23.2,20.02
到餐客服,2026,W20,2026-05-12,4515,352995,127.91,5075,335916,151.08,-23.17,-15.34
到餐客服,2026,W20,2026-05-13,12564,505487,248.55,12026,479421,250.84,-2.29,-0.91
到餐客服,2026,W20,2026-05-14,9802,588032,166.69,9436,738009,127.86,38.83,30.37
到餐客服,2026,W20,2026-05-15,20131,980316,205.35,18562,743349,249.71,-44.36,-17.76
到餐客服,2026,W20,2026-05-16,7770,1283563,60.53,8378,1015210,82.52,-21.99,-26.65
到餐客服,2026,W20,2026-05-17,21132,579767,364.49,15193,764139,198.83,165.66,83.32
到餐客服,2026,W21,2026-05-18,23806,788027,302.1,22609,901509,250.79,51.31,20.46
到餐客服,2026,W21,2026-05-19,25582,1089943,234.71,21831,1021867,213.64,21.07,9.86
到餐客服,2026,W21,2026-05-20,26886,1497326,179.56,18669,1091945,170.97,8.59,5.02
到餐客服,2026,W21,2026-05-21,19860,458589,433.07,20158,463057,435.32,-2.25,-0.52
到餐客服,2026,W21,2026-05-22,13014,923070,140.99,11929,738992,161.42,-20.43,-12.66
到餐客服,2026,W21,2026-05-23,16117,1155274,139.51,19428,884632,219.62,-80.11,-36.48
到餐客服,2026,W21,2026-05-24,17731,1398101,126.82,16719,1259495,132.74,-5.92,-4.46
到餐客服,2026,W22,2026-05-25,7647,617723,123.79,6027,611028,98.64,25.15,25.5
到餐客服,2026,W22,2026-05-26,27329,243476,1122.45,24036,317575,756.86,365.59,48.3
到餐客服,2026,W22,2026-05-27,2529,206389,122.54,1906,153382,124.26,-1.72,-1.38
到餐客服,2026,W22,2026-05-28,26938,986679,273.02,24305,884324,274.84,-1.82,-0.66
到餐客服,2026,W22,2026-05-29,15038,985103,152.65,13433,823723,163.08,-10.43,-6.4
到餐客服,2026,W22,2026-05-30,13599,1270918,107.0,13437,1129610,118.95,-11.95,-10.05
到餐客服,2026,W22,2026-05-31,2783,1259989,22.09,2914,1216897,23.95,-1.86,-7.77
到餐客服,2026,W23,2026-06-01,14734,480007,306.95,17358,398812,435.24,-128.29,-29.48
到餐客服,2026,W23,2026-06-02,4702,1356752,34.66,5201,1051361,49.47,-14.81,-29.94
到餐客服,2026,W23,2026-06-03,23271,1139374,204.24,19409,1305411,148.68,55.56,37.37
到餐客服,2026,W23,2026-06-04,9581,373385,256.6,11516,376904,305.54,-48.94,-16.02
到餐客服,2026,W23,2026-06-05,28670,1154221,248.39,27283,1361770,200.35,48.04,23.98
到餐客服,2026,W23,2026-06-06,6790,1382345,49.12,7786,1115289,69.81,-20.69,-29.64
到餐客服,2026,W23,2026-06-07,9492,792952,119.7,7577,688400,110.07,9.63,8.75
到餐客服,2026,W24,2026-06-08,22667,1023079,221.56,20787,732317,283.85,-62.29,-21.94
到餐客服,2026,W24,2026-06-09,17338,1472126,117.78,18067,1165369,155.03,-37.25,-24.03
到餐客服,2026,W24,2026-06-10,19352,963779,200.79,20160,843206,239.09,-38.3,-16.02
到餐客服,2026,W24,2026-06-11,2563,513938,49.87,2452,530663,46.21,3.66,7.92
到餐客服,2026,W24,2026-06-12,22610,1252997,180.45,18252,1178218,154.91,25.54,16.49
到餐客服,2026,W24,2026-06-13,17255,1212304,142.33,15406,1081596,142.44,-0.11,-0.08
到餐客服,2026,W24,2026-06-14,22176,201259,1101.86,23926,275530,868.36,233.5,26.89
到餐客服,2026,W25,2026-06-15,10244,98178,1043.41,8725,102844,848.37,195.04,22.99
到餐客服,2026,W25,2026-06-16,5341,1103450,48.4,5283,1229642,42.96,5.44,12.66
到餐客服,2026,W25,2026-06-17,2816,768718,36.63,2628,731413,35.93,0.7,1.95
到餐客服,2026,W25,2026-06-18,3021,1533010,19.71,3954,1354222,29.2,-9.49,-32.5
到餐客服,2026,W25,2026-06-19,16374,662739,247.07,14153,494372,286.28,-39.21,-13.7
到餐客服,2026,W25,2026-06-20,20417,317398,643.26,20171,283576,711.31,-68.05,-9.57
到餐客服,2026,W25,2026-06-21,5809,588472,98.71,6982,623479,111.98,-13.27,-11.85
到餐客服,2026,W26,2026-06-22,6289,432269,145.49,5782,341204,169.46,-23.97,-14.14
到餐客服,2026,W26,2026-06-23,11915,972506,122.52,10643,868321,122.57,-0.05,-0.04
到餐客服,2026,W26,2026-06-24,20676,838920,246.46,17918,915182,195.79,50.67,25.88
到餐客服,2026,W26,2026-06-25,11863,760630,155.96,9286,765721,121.27,34.69,28.61
到餐客服,2026,W26,2026-06-26,3785,970119,39.02,3985,854758,46.62,-7.6,-16.3
到餐客服,2026,W26,2026-06-27,17741,839772,211.26,18813,823904,228.34,-17.08,-7.48
到餐客服,2026,W26,2026-06-28,11699,1119322,104.52,9728,909460,106.96,-2.44,-2.28
闪购客服,2025,W1,2025-01-06,7871,132067,595.99,5363,167301,320.56,275.43,85.92
闪购客服,2025,W1,2025-01-07,4333,212306,204.09,4126,261064,158.05,46.04,29.13
闪购客服,2025,W1,2025-01-08,3639,237729,153.07,4497,304175,147.84,5.23,3.54
闪购客服,2025,W1,2025-01-09,1255,337846,37.15,1131,432578,26.15,11.0,42.07
闪购客服,2025,W1,2025-01-10,2134,364186,58.6,2857,297587,96.01,-37.41,-38.96
闪购客服,2025,W1,2025-01-11,8706,373841,232.88,9535,346762,274.97,-42.09,-15.31
闪购客服,2025,W1,2025-01-12,8028,338431,237.21,6045,336760,179.5,57.71,32.15
闪购客服,2025,W2,2025-01-13,816,96838,84.26,795,123024,64.62,19.64,30.39
闪购客服,2025,W2,2025-01-14,8143,102395,795.25,8154,87431,932.62,-137.37,-14.73
闪购客服,2025,W2,2025-01-15,9262,298414,310.37,6807,207488,328.07,-17.7,-5.4
闪购客服,2025,W2,2025-01-16,7132,158770,449.2,8302,175424,473.25,-24.05,-5.08
闪购客服,2025,W2,2025-01-17,4625,90428,511.46,5518,64452,856.14,-344.68,-40.26
闪购客服,2025,W2,2025-01-18,3723,280224,132.86,3510,330886,106.08,26.78,25.25
闪购客服,2025,W2,2025-01-19,9050,193145,468.56,7272,170809,425.74,42.82,10.06
闪购客服,2025,W3,2025-01-20,1679,401899,41.78,1331,386789,34.41,7.37,21.42
闪购客服,2025,W3,2025-01-21,3847,227935,168.78,4624,211425,218.71,-49.93,-22.83
闪购客服,2025,W3,2025-01-22,4598,297610,154.5,3528,410929,85.85,68.65,79.97
闪购客服,2025,W3,2025-01-23,3622,87262,415.07,3133,96126,325.93,89.14,27.35
闪购客服,2025,W3,2025-01-24,5403,366594,147.38,4639,347679,133.43,13.95,10.45
闪购客服,2025,W3,2025-01-25,1741,392101,44.4,2037,358237,56.86,-12.46,-21.91
闪购客服,2025,W3,2025-01-26,8077,145127,556.55,6701,163334,410.26,146.29,35.66
闪购客服,2025,W4,2025-01-27,7917,113878,695.22,6453,107881,598.16,97.06,16.23
闪购客服,2025,W4,2025-01-28,2344,348343,67.29,1801,282023,63.86,3.43,5.37
闪购客服,2025,W4,2025-01-29,4868,412040,118.14,3857,323196,119.34,-1.2,-1.01
